id,name,node1,node2,weight,normalized_weight
13289023122624380122624382,Maertin Lane,122624380,122624382,0.0023497000000105572,234
13289766122628274122628277,Park View Drive,122628274,122628277,0.0010033000000078118,100
13290939122635043122635045,Hartford Avenue,122635043,122635045,0.0027919000000053984,279
132909391226350472297677196,Hartford Avenue,122635047,2297677196,0.00011579999999611346,11
13290939122635049122635052,Hartford Avenue,122635049,122635052,0.00231420000000071,231
13290939122635052122635054,Hartford Avenue,122635052,122635054,0.0004044999999948118,40
13291054122635996122635999,Cannon Lane,122635996,122635999,0.0006354000000001747,63
13296446122673314122673316,North Lincoln Avenue,122673314,122673316,0.0020686000000011973,206
13297819122683037122683039,North Harrington Drive,122683037,122683039,0.0008035000000035097,80
13297819122683039122683041,North Harrington Drive,122683039,122683041,0.0008380999999957339,83
13297822122683050122683053,North Harrington Drive,122683050,122683053,0.0007593999999997436,75
13297822122683053122683054,North Harrington Drive,122683053,122683054,0.0015040000000041687,150
13297826122683081122683079,Virginia Road,122683081,122683079,0.0011005999999866845,110
13297826122683077122683075,Virginia Road,122683077,122683075,0.0006471000000018989,64
13297827122683090122683093,Virginia Road,122683090,122683093,0.003140999999992289,314
132978841226836552243418494,East Valleyview Drive,122683655,2243418494,0.00012489999999587553,12
13298764122690615122690617,Hansen Avenue,122690615,122690617,0.0011724999999955799,117
13298764122690617122690619,Hansen Avenue,122690617,122690619,0.0011654000000049791,116
13303515122720994122720995,North Montague Avenue,122720994,122720995,0.000629100000004712,62
13303714122723257122635052,Winchester Street,122723257,122635052,0.0008776000000025874,87
13303788122723842122723847,Sandalwood Avenue,122723842,122723847,0.0009857999999951517,98
13303788122723847122723848,Sandalwood Avenue,122723847,122723848,0.0019266000000044414,192
1330395222976773172297677336,Calle Grande,2297677317,2297677336,0.00013460000000264927,13
13303955122725039122725041,Calle Grande,122725039,122725041,0.0010949000000053388,109
13303955122725041122725042,Calle Grande,122725041,122725042,0.0005015999999926635,50
13304415122727851122678851,Miramar Drive,122727851,122678851,0.0024508999999994785,245
13304418122727887122727892,Miramar Drive,122727887,122727892,0.0023191999999951918,231
133069731227417862243144370,Mountain Ridge Drive,122741786,2243144370,0.00018289999999865358,18
13306973122741788122741792,Mountain Ridge Drive,122741788,122741792,0.0003125000000068212,31
13306973122741792122741794,Mountain Ridge Drive,122741792,122741794,0.0003834999999980937,38
13306973122741794122741797,Mountain Ridge Drive,122741794,122741797,0.00035400000000151977,35
133069731227417992770646708,Mountain Ridge Drive,122741799,2770646708,0.00015870000000717255,15
13307146122742751122655601,Woodbine Avenue,122742751,122655601,0.0020788999999936664,207
13309331122754606122754609,Skyline Way,122754606,122754609,0.0006972999999916851,69
13310755122763463122763465,Concord Avenue,122763463,122763465,0.000739200000005269,73
13311197122766345122766347,Shadybrook Drive,122766345,122766347,0.0003033000000058905,30
13311200122766358122766361,Shadybrook Drive,122766358,122766361,0.00039749999999827423,39
13312049122771815122771818,North Lillie Avenue,122771815,122771818,0.0010801000000100203,108
13313094122716983122779254,Mill Lane,122716983,122779254,0.0009231000000013978,92
13313094122779254122779256,Mill Lane,122779254,122779256,0.0009504000000077895,95
13313199122779835122779837,Harmony Lane,122779835,122779837,0.0024873000000056322,248
13314303122786081122786083,Beechwood Avenue,122786081,122786083,0.0008527999999898839,85
13314305122786101122786103,Beechwood Avenue,122786101,122786103,0.0009123000000101911,91
13320205122723833122786097,Maple Avenue,122723833,122786097,0.0007176000000086447,71
13320205122786097122820941,Maple Avenue,122786097,122820941,0.0007729999999952497,77
13320646122662322122823348,Devonshire Avenue,122662322,122823348,0.0010418999999970424,104
13322217122736902122831572,Hollyoak Drive,122736902,122831572,0.00048449999998467774,48
13322994122673314122836693,East Glenwood Avenue,122673314,122836693,0.000982100000001651,98
13322994122836693122836695,East Glenwood Avenue,122836693,122836695,0.0009914999999836027,99
13322994122836695122836698,East Glenwood Avenue,122836695,122836698,0.0009797000000020262,97
13322994122628057122679674,East Glenwood Avenue,122628057,122679674,0.0006070999999963078,60
13322994122679674122836702,East Glenwood Avenue,122679674,122836702,0.0010001000000059435,100
13322994122836702122836707,East Glenwood Avenue,122836702,122836707,0.0009618999999929656,96
13322994122836707122836710,East Glenwood Avenue,122836707,122836710,0.0010764000000023088,107
13322994122836710122836717,East Glenwood Avenue,122836710,122836717,0.0009799999999984266,97
13324738122723847122786118,Firethorne Avenue,122723847,122786118,0.0007621999999969375,76
13327148122861409122861413,Shade Tree Lane,122861409,122861413,0.0014502000000007342,145
13327364122831302122862939,East Brookdale Place,122831302,122862939,0.0005254000000007863,52
13327364122862939122862941,East Brookdale Place,122862939,122862941,0.0008418999999975085,84
13327364122862941122862943,East Brookdale Place,122862941,122862943,0.000899500000009823,89
13327364122862943122673292,East Brookdale Place,122862943,122673292,0.0010528000000036286,105
13327367122862963122763463,East Brookdale Place,122862963,122763463,0.001789100000010535,178
13329960122878978122836745,Princeton Avenue,122878978,122836745,0.0007122999999964463,71
133304894083327021122881645,College Place,4083327021,122881645,0.00013730000000578002,13
1333061522976773302297677341,Ashwood Circle,2297677330,2297677341,0.00012089999999886913,12
13332577122678836122624380,Nutwood Avenue,122678836,122624380,0.0009473000000070897,94
13332577122893142122893143,Nutwood Avenue,122893142,122893143,0.000930999999994242,93
13332577122893143122763465,Nutwood Avenue,122893143,122763465,0.0017764999999982933,177
1333258017103872254083327042,Nutwood Avenue,1710387225,4083327042,0.00031600000000509,31
13332582122893173122673295,Nutwood Avenue,122893173,122673295,0.0010190999999935002,101
13332582122673295122893176,Nutwood Avenue,122673295,122893176,0.0010348000000064417,103
13332582122893176122628054,Nutwood Avenue,122893176,122628054,0.0030015999999903897,300
13332890122894625122884808,North Stanford Avenue,122894625,122884808,0.0007695000000040864,76
13333467122894625122628042,East Whiting Avenue,122894625,122628042,0.0016452999999856388,164
13333860122899253122899255,North Hollyoak Drive,122899253,122899255,0.0007458000000042375,74
13333860122899255122842800,North Hollyoak Drive,122899255,122842800,0.0008130000000079463,81
13335870122909293122893142,Wilson Avenue,122909293,122893142,0.002665899999996668,266
13336818122661592122913868,Melody Lane,122661592,122913868,0.0011939000000111832,119
13336822122673320122913882,Melody Lane,122673320,122913882,0.001092900000003283,109
13336822122913882122913884,Melody Lane,122913882,122913884,0.0016301999999939198,163
13336827122913902122909316,Melody Lane,122913902,122909316,0.0009113999999996736,91
13336827122909316122913904,Melody Lane,122909316,122913904,0.0009262000000020976,92
13336827122913904122763503,Melody Lane,122913904,122763503,0.0009473999999940474,94
13336980122628052122627430,Riverside Drive,122628052,122627430,0.0021604000000152723,216
13337063122915136122678848,Alto Lane,122915136,122678848,0.0023014000000074475,230
133377161226786201834438694,Clear Springs Drive,122678620,1834438694,0.0007807999999940307,78
133377161834438694122907649,Clear Springs Drive,1834438694,122907649,0.0003561000000047443,35
13337716122907649122861413,Clear Springs Drive,122907649,122861413,0.00033929999999315896,33
13338153122720994122920624,Revere Avenue,122720994,122920624,0.0008979999999922939,89
13338153122920624122920626,Revere Avenue,122920624,122920626,0.0008689000000074998,86
13338153122920626122920629,Revere Avenue,122920626,122920629,0.0008926000000002432,89
13338153122920629122920632,Revere Avenue,122920629,122920632,0.0009058000000052857,90
13338153122920632122683050,Revere Avenue,122920632,122683050,0.0009653999999912344,96
13338155122763488122920644,Revere Avenue,122763488,122920644,0.0015427999999957365,154
13338661122836695122923198,North Cornell Avenue,122836695,122923198,0.0020382000000083167,203
13338663122884804936942701,North Cornell Avenue,122884804,936942701,0.001605300000001364,160
13339980122930169122836726,North Mountain View Place,122930169,122836726,0.0008048999999914486,80
13341505122937895122779837,Lindendale Avenue,122937895,122779837,0.000885100000004968,88
1334503522976773242297677339,East Pinon Place,2297677324,2297677339,0.00011499999999387,11
13345525122961369122836710,Riedel Avenue,122961369,122836710,0.0009338999999926045,93
13345525122836710122961372,Riedel Avenue,122836710,122961372,0.0020544999999856373,205
13345525122779835122913868,Riedel Avenue,122779835,122913868,0.0015412000000054604,154
13345525122913868122683065,Riedel Avenue,122913868,122683065,0.0009675000000015643,96
13346015122964225122806226,Ellis Place,122964225,122806226,0.0006072999999915396,60
133460711227750904244652089,North Deerpark Place,122775090,4244652089,0.00013129999999961228,13
13347688122973563122973565,North Derek Drive,122973563,122973565,0.000843099999997321,84
13348693122920629122884817,North Annin Avenue,122920629,122884817,0.0007601000000008185,76
13348693122884817122757273,North Annin Avenue,122884817,122757273,0.001460300000005077,146
13349816122836693122986305,Kroeger Avenue,122836693,122986305,0.0020449999999954116,204
13349852122986494122662313,Mystic Avenue,122986494,122662313,0.0009259000000056972,92
13349854122836707122986512,Hollydale Drive,122836707,122986512,0.0020181000000008,201
13349855122986521122661590,Hollydale Drive,122986521,122661590,0.0009101000000129034,91
13349855122661590122913916,Hollydale Drive,122661590,122913916,0.0007618999999934317,76
13350370122843871122768430,Threewoods Lane,122843871,122768430,0.000579299999998284,57
13350370122768430122763700,Threewoods Lane,122768430,122763700,0.0006086999999865839,60
13350370122763700122779246,Threewoods Lane,122763700,122779246,0.0009284000000064907,92
13350381122989675122736776,Sherwood Avenue,122989675,122736776,0.0008731999999938012,87
13350381122736776122989678,Sherwood Avenue,122736776,122989678,0.0009102999999939243,91
13350381122989678122635043,Sherwood Avenue,122989678,122635043,0.0009252000000046223,92
133503941227278922932185049,Valle Vista Drive,122727892,2932185049,0.00012749999999073225,12
13351067122993466122673316,Dorothy Lane,122993466,122673316,0.0015644000000065716,156
13351067122673316122986305,Dorothy Lane,122673316,122986305,0.0010048999999980879,100
13351067122986305122923198,Dorothy Lane,122986305,122923198,0.0009884999999982824,98
13351067122923198122993468,Dorothy Lane,122923198,122993468,0.0009635999999986211,96
13351067122986512122961372,Dorothy Lane,122986512,122961372,0.0010268000000053235,102
13351067122961372122993471,Dorothy Lane,122961372,122993471,0.000995200000005525,99
13351067122993471122636602,Dorothy Lane,122993471,122636602,0.0010138999999966813,101
13351067122636602122937895,Dorothy Lane,122636602,122937895,0.0009182000000009793,91
13351067122937895122937890,Dorothy Lane,122937895,122937890,0.00013069999999260062,13
13351067122937890122914668,Dorothy Lane,122937890,122914668,0.0010738000000003467,107
13351067122914668122678842,Dorothy Lane,122914668,122678842,0.0010156999999964,101
13351067122678842122624368,Dorothy Lane,122678842,122624368,0.000952900000008583,95
13351562122995772122995777,North Hart Place,122995772,122995777,0.0007432000000093808,74
13352858122680825122655577,Lantana Avenue,122680825,122655577,0.0008738000000008128,87
13353320122723857122786138,Merlin Avenue,122723857,122786138,0.0008529000000052633,85
13353320122786138122890663,Merlin Avenue,122786138,122890663,0.0006905000000045902,69
13354858122635034122635023,Treeview Place,122635034,122635023,0.00071819999999434,71
13354917122992143122851694,Deerpark Drive,122992143,122851694,0.001245000000011487,124
13355044122836717122993471,Oakdale Avenue,122836717,122993471,0.002037699999988263,203
13355447122884798936942695,North Princeton Avenue,122884798,936942695,0.0015917999999928156,159
13355548122683039122678833,Grove Place,122683039,122678833,0.002574799999997879,257
13355549122628051122627428,Grove Place,122628051,122627428,0.0021652000000074167,216
13356638123020959123016911,South Derek Drive,123020959,123016911,0.0009291000000075655,92
13356638123016911123020960,South Derek Drive,123016911,123020960,0.0009628000000034831,96
13356638123020960122988602,South Derek Drive,123020960,122988602,0.0010774999999867418,107
13357101123023315122900438,Moonbeam Street,123023315,122900438,0.0023102000000037037,231
13357786122893173123027192,North Yale Avenue,122893173,123027192,0.0008166000000002782,81
13357860122862963122893143,Sycamore Avenue,122862963,122893143,0.0007645999999965625,76
13358267122993466122779843,Longview Drive,122993466,122779843,0.0007890999999986548,78
13358270122771363122683090,Longview Drive,122771363,122683090,0.00015870000000006712,15
133582701227278872932185048,Longview Drive,122727887,2932185048,9.32000000020139e-05,9
13358270123029733122923042,Longview Drive,123029733,122923042,0.0016872000000134335,168
13358270122766361122915151,Longview Drive,122766361,122915151,0.00033299999999769625,33
13358270122915151123029740,Longview Drive,122915151,123029740,0.0011844999999937045,118
13358496123031080122893139,Ladera Vista Drive,123031080,122893139,0.0027647999999942385,276
13358498122920636122884834,Ladera Vista Drive,122920636,122884834,0.0008032000000071093,80
13358585123006786122896778,Skyline Drive,123006786,122896778,0.0007614000000017995,76
13358592122628073122996847,Skyline Drive,122628073,122996847,0.0004211000000040599,42
13359698122842695122815068,Avalon Drive,122842695,122815068,0.0010582999999897424,105
13360687122652093122793214,Vista Grande,122652093,122793214,0.00033529999999615256,33
13360687122793214122858769,Vista Grande,122793214,122858769,0.0010586999999944169,105
13361751123050784123050785,North Hornet Way,123050784,123050785,0.0005091999999962127,50
13363140123027192122628055,East Union Avenue,123027192,122628055,0.0050640999999984615,506
13363453122836698122993468,Stanford Avenue,122836698,122993468,0.0020556999999996606,205
13365451122811929122678867,Vista del Mar Drive,122811929,122678867,0.00042450000000116006,42
13366429122728059123079409,North Sycamore Avenue,122728059,123079409,0.0005804999999980964,58
13367568122786093122890640,Sequoia Avenue,122786093,122890640,0.0007309999999876027,73
13368096122995772122683037,Central Avenue,122995772,122683037,0.0016585999999989554,165
13368096122683037122683058,Central Avenue,122683037,122683058,0.0010342999999934932,103
13368096122683058122678830,Central Avenue,122683058,122678830,0.0015628000000091902,156
13368104123031080122909293,Central Avenue,123031080,122909293,0.0009009999999989304,90
13369702123016909123023366,San Carlos Drive,123016909,123023366,0.001296599999989212,129
13369702123023366123050060,San Carlos Drive,123023366,123050060,0.0012218000000032703,122
80270894122862949122893176,North Cornell Avenue,122862949,122893176,0.0010296000000025174,102
111973054122678851122678854,North Acacia Avenue,122678851,122678854,0.0009614999999953966,96
111973054122678867122678870,North Acacia Avenue,122678867,122678870,0.0009634000000033893,96
12632546814006266771400627016,Sunflower Street,1400626677,1400627016,0.0009330999999903611,93
15891896817103872253583764516,Folino Drive,1710387225,3583764516,0.0001175000000088744,11
172550998122907649122907651,Lazy Creek Circle,122907649,122907651,0.00037509999999230104,37
186422520123023374123020959,Balfour Avenue,123023374,123020959,0.0030599999999978422,305
187126826122989675122736784,Deerpark Drive,122989675,122736784,0.0016333999999957882,163
187126826122736784123013648,Deerpark Drive,122736784,123013648,0.000748199999996757,74
189803082122628053122628054,North Raymond Avenue,122628053,122628054,0.00034679999999553957,34
1898030821226280542418439067,North Raymond Avenue,122628054,2418439067,0.0007228999999995267,72
1898030822418439067122628055,North Raymond Avenue,2418439067,122628055,0.00010209999999233332,10
189803082122628055122628057,North Raymond Avenue,122628055,122628057,0.0008211000000102331,82
189803082122628057122628059,North Raymond Avenue,122628057,122628059,0.0011183999999886396,111
189803082122628059122628060,North Raymond Avenue,122628059,122628060,0.000954899999996428,95
189803082122628070122628073,North Raymond Avenue,122628070,122628073,0.00027690000000291093,27
207497973122678830122678833,North Acacia Avenue,122678830,122678833,0.0007840000000030045,78
207497973122678833122678836,North Acacia Avenue,122678833,122678836,0.0016249000000030378,162
207497973122678836122678838,North Acacia Avenue,122678836,122678838,0.0022364000000010265,223
21484618622976772562297677259,North State College Boulevard,2297677256,2297677259,0.0001451999999986242,14
2334618542418439067122961369,East Union Avenue,2418439067,122961369,0.0036084000000116134,360
4012693991228919188874077040,Brea Boulevard,122891918,8874077040,0.00011959999999078263,11
40126941522624005412262400515,Brea Boulevard,2262400541,2262400515,0.0003892000000007556,38
40126996822976771569889130033,Brea Boulevard,2297677156,9889130033,0.00012550000000999262,12
4012711991227368702297677327,Brea Boulevard,122736870,2297677327,0.00018949999999762213,18
401282690122757256936942695,East Chapman Avenue,122757256,936942695,0.00025299999999361944,25
401282690122757260122757262,East Chapman Avenue,122757260,122757262,0.0003786000000118861,37
401282690122757263936942701,East Chapman Avenue,122757263,936942701,0.0002820999999997298,28
4014839051227368969903170351,Bastanchury Road,122736896,9903170351,0.00017390000000716554,17
40148391622976773372297677336,Bastanchury Road,2297677337,2297677336,0.0017086000000006152,170
40148391922976772582297677256,Bastanchury Road,2297677258,2297677256,0.00022440000000045757,22
40148392122976772592297677262,Bastanchury Road,2297677259,2297677262,0.0002380000000030691,23
40149914822976772622297677258,North State College Boulevard,2297677262,2297677258,0.00014119999999451238,14
4031663934055439979122673307,North Lincoln Avenue,4055439979,122673307,0.0016103000000100565,161
4050103991226325202854457609,North Berkeley Avenue,122632520,2854457609,0.00011640000000312511,11
406232661122757270122757273,East Chapman Avenue,122757270,122757273,0.0008531000000076006,85
4062326843583764520122618984,North Commonwealth Avenue,3583764520,122618984,0.00012009999999662568,12
4062326861227572894083327010,North Commonwealth Avenue,122757289,4083327010,8.870000000626987e-05,8
4062327461228931534083327039,Nutwood Avenue,122893153,4083327039,0.00021619999999700212,21
40623276540833270393583764505,Nutwood Avenue,4083327039,3583764505,0.00020489999999284692,20
406232771122655587122655589,Rolling Hills Drive,122655587,122655589,0.0014044000000055235,140
406232786122655589122655597,Rolling Hills Drive,122655589,122655597,0.0009407000000010157,94
5219254962243418510122632517,Brea Boulevard,2243418510,122632517,0.00016630000000361633,16
52192549740376408062243418510,North Harbor Boulevard,4037640806,2243418510,0.00010399999999322063,10
52192549840376408454037640806,Brea Boulevard,4037640845,4037640806,0.00016860000000207265,16
5219271321226325174037640845,North Harbor Boulevard,122632517,4037640845,0.0001090999999959763,10
6090575684083323681122652619,North Placentia Avenue,4083323681,122652619,0.00012079999999770052,12
6090575743583764505122893153,North State College Boulevard,3583764505,122893153,0.00010730000000336304,10
6636633172297677337122736876,Vista Grande,2297677337,122736876,0.00011550000000681848,11
680932507122723842122786113,Puente Street,122723842,122786113,0.0006062999999940644,60
6824562601228825433583764518,Titan Drive,122882543,3583764518,0.00011659999999835691,11
68250121122976771612297677156,Ashburn Terrace,2297677161,2297677156,0.00018540000000655255,18
7506333981227418017018518530,Mountain Ridge Drive,122741801,7018518530,0.00024639999998754547,24
7604746241971137649122757289,North Commonwealth Avenue,1971137649,122757289,0.00012210000000578702,12
814664232122884815122884817,East Wilshire Avenue,122884815,122884817,0.0009033999999985554,90
814664232122884817122884820,East Wilshire Avenue,122884817,122884820,0.0009596999999885725,95
814664232122884820122683053,East Wilshire Avenue,122884820,122683053,0.0009236000000001354,92
814664232122771804122771818,East Wilshire Avenue,122771804,122771818,0.000548899999998298,54
814664232122771818122763493,East Wilshire Avenue,122771818,122763493,0.0006866000000087524,68
81478054022976773412297677339,Bastanchury Road,2297677341,2297677339,0.0015179999999972438,151
921968561122995779122862969,Victoria Drive,122995779,122862969,0.000957400000004327,95
921968561122683043122893131,Victoria Drive,122683043,122893131,0.0010843000000093639,108
921968561122893131123013346,Victoria Drive,122893131,123013346,0.001033800000001861,103
921968561122930171123013349,Victoria Drive,122930171,123013349,0.0012856000000027734,128
921968561122683106122686316,Victoria Drive,122683106,122686316,0.0008371999999923219,83
922385584122750984122757252,East Chapman Avenue,122750984,122757252,0.0010062999999931321,100
959028291122891918122891920,Panorama Road,122891918,122891920,0.0007870999999965989,78
959028291122891922122891923,Panorama Road,122891922,122891923,0.00040530000000416067,40
959028291122891925122701719,Panorama Road,122891925,122701719,0.0005863999999959901,58
10315692342297677336122652093,Calle Grande,2297677336,122652093,0.0003542000000109624,35
103156923622976773152297677317,Bastanchury Road,2297677315,2297677317,0.0002887999999927615,28
105234738022434330672243433066,West Wilshire Avenue,2243433067,2243433066,0.00010540000000247574,10
10787374369889080500122912557,Threewoods Lane,9889080500,122912557,5.870000001095832e-05,5
107873744198891300292297677161,Brea Boulevard,9889130029,2297677161,0.00013160000001022354,13
107873744398891300339889130029,Ashburn Terrace,9889130033,9889130029,0.0001906999999974346,19
